Country,League,Year,Stadium,Club,Stadium Capacity,Season Total Spectators,Season Average,Total Matches,Sold Out,Average Attendance Percentage
Germany,Bundesliga,2017,Volksparkstadion,Hamburger SV,57000,861173,50657,17,2,88.9
Germany,Bundesliga,2017,Deutsche Bank Park,Eintracht Frankfurt,51500,834700,49100,17,6,95.3
Germany,Bundesliga,2017,RheinEnergieSTADION,1. FC Köln,50000,829200,48776,17,11,97.6
Germany,Bundesliga,2017,Olympiastadion Berlin,Hertha BSC,74667,770422,45319,17,,60.7
Germany,Bundesliga,2017,Heinz-von-Heiden-Arena,Hannover 96,49000,726000,42706,17,5,87.2
Germany,Bundesliga,2017,Wohninvest-Weserstadion,SV Werder Bremen,42100,696192,40952,17,9,97.3
Germany,Bundesliga,2017,Red Bull Arena,RB Leipzig,47069,669741,39397,17,6,83.7
Germany,Bundesliga,2017,Mewa Arena,1.FSV Mainz 05,33305,489027,28766,17,2,86.4
Germany,Bundesliga,2017,PreZero Arena,TSG 1899 Hoffenheim,30150,488180,28716,17,10,95.3
Germany,Bundesliga,2017,BayArena,Bayer 04 Leverkusen,30210,483003,28412,17,5,94.1
Germany,Bundesliga,2017,WWK ARENA,FC Augsburg,30660,480049,28238,17,3,92.1
Germany,Bundesliga,2017,Volkswagen Arena,VfL Wolfsburg,30000,437119,25713,17,2,85.7
Germany,Bundesliga,2017,Europa-Park Stadion,SC Freiburg,34700,406200,23894,17,13,68.9
Germany,Bundesliga,2018,SIGNAL IDUNA PARK,Borussia Dortmund,81365,1374305,80841,17,12,99.4
Germany,Bundesliga,2018,Allianz Arena,Bayern Munich,75024,1275000,75000,17,17,100.0
Germany,Bundesliga,2018,Veltins-Arena,FC Schalke 04,62271,1038178,61069,17,5,98.1
Germany,Bundesliga,2018,Mercedes-Benz Arena,VfB Stuttgart,60449,927347,54550,17,2,90.2
Germany,Bundesliga,2018,Deutsche Bank Park,Eintracht Frankfurt,51500,846500,49794,17,8,96.7
Germany,Bundesliga,2018,Stadion im Borussia-Park,Borussia Mönchengladbach,54042,844360,49668,17,5,91.9
Germany,Bundesliga,2018,Olympiastadion Berlin,Hertha BSC,74667,838409,49318,17,2,66.1
Germany,Bundesliga,2018,MERKUR SPIEL-ARENA,Fortuna Düsseldorf,54600,745370,43845,17,4,80.3
Germany,Bundesliga,2018,Wohninvest-Weserstadion,SV Werder Bremen,42100,703852,41403,17,9,98.3
Germany,Bundesliga,2018,Max-Morlock-Stadion,1.FC Nuremberg,50000,686332,40372,17,5,80.7
Germany,Bundesliga,2018,Red Bull Arena,RB Leipzig,47069,652456,38380,17,3,81.5
Germany,Bundesliga,2018,Heinz-von-Heiden-Arena,Hannover 96,49000,652200,38365,17,2,78.3
Germany,Bundesliga,2018,WWK ARENA,FC Augsburg,30660,486454,28615,17,5,93.3
Germany,Bundesliga,2018,PreZero Arena,TSG 1899 Hoffenheim,30150,483745,28456,17,4,94.4
Germany,Bundesliga,2018,BayArena,Bayer 04 Leverkusen,30210,475828,27990,17,5,92.7
Germany,Bundesliga,2018,Mewa Arena,1.FSV Mainz 05,33305,446880,26287,17,2,78.9
Germany,Bundesliga,2018,Volkswagen Arena,VfL Wolfsburg,30000,417389,24552,17,2,81.8
Germany,Bundesliga,2018,Europa-Park Stadion,SC Freiburg,34700,406300,23900,17,11,68.9
Germany,Bundesliga,2019,Allianz Arena,Bayern Munich,75024,975000,75000,13,13,100.0
Germany,Bundesliga,2019,SIGNAL IDUNA PARK,Borussia Dortmund,81365,974050,81171,12,10,99.8
Germany,Bundesliga,2019,Veltins-Arena,FC Schalke 04,62271,793975,61075,13,3,98.1
Germany,Bundesliga,2019,Olympiastadion Berlin,Hertha BSC,74667,640528,49271,13,1,66.0
Germany,Bundesliga,2019,Stadion im Borussia-Park,Borussia Mönchengladbach,54042,613234,51103,12,3,94.6
Germany,Bundesliga,2019,Deutsche Bank Park,Eintracht Frankfurt,51500,602400,50200,12,3,97.5
Germany,Bundesliga,2019,RheinEnergieSTADION,1. FC Köln,50000,596600,49717,12,7,99.4
Germany,Bundesliga,2019,MERKUR SPIEL-ARENA,Fortuna Düsseldorf,54600,519882,43324,12,2,79.4
Germany,Bundesliga,2019,Red Bull Arena,RB Leipzig,47069,489713,40809,12,4,86.7
Germany,Bundesliga,2019,Wohninvest-Weserstadion,SV Werder Bremen,42100,449028,40821,11,4,97.0
Germany,Bundesliga,2019,BayArena,Bayer 04 Leverkusen,30210,361006,27770,13,5,91.9
Germany,Bundesliga,2019,Mewa Arena,1.FSV Mainz 05,33305,352054,27081,13,2,81.3
Germany,Bundesliga,2019,PreZero Arena,TSG 1899 Hoffenheim,30150,347634,26741,13,2,88.7
Germany,Bundesliga,2019,WWK ARENA,FC Augsburg,30660,344514,28710,12,2,93.6
Germany,Bundesliga,2019,Volkswagen Arena,VfL Wolfsburg,30000,316558,24351,13,,81.2
Germany,Bundesliga,2019,Europa-Park Stadion,SC Freiburg,34700,287100,23925,12,9,69.0
Germany,Bundesliga,2019,Stadion An der Alten Försterei,1.FC Union Berlin,22012,262482,21874,12,11,99.4
Germany,Bundesliga,2019,Home Deluxe Arena,SC Paderborn 07,15000,187648,14434,13,4,96.2
Germany,Bundesliga,2020,SIGNAL IDUNA PARK,Borussia Dortmund,81365,21100,7033,3,3,8.6
Germany,Bundesliga,2020,Red Bull Arena,RB Leipzig,47069,17999,6000,3,2,12.8
Germany,Bundesliga,2020,Mercedes-Benz Arena,VfB Stuttgart,60449,17500,8750,2,2,14.5
Germany,Bundesliga,2020,Stadion An der Alten Försterei,1.FC Union Berlin,22012,15400,3850,4,3,17.5
Germany,Bundesliga,2020,Deutsche Bank Park,Eintracht Frankfurt,51500,14500,7250,2,2,14.1
Germany,Bundesliga,2020,PreZero Arena,TSG 1899 Hoffenheim,30150,12430,4143,3,2,13.7
Germany,Bundesliga,2020,Stadion im Borussia-Park,Borussia Mönchengladbach,54042,10683,5342,2,,9.9
Germany,Bundesliga,2020,Wohninvest-Weserstadion,SV Werder Bremen,42100,8500,4250,2,1,10.1
Germany,Bundesliga,2020,Olympiastadion Berlin,Hertha BSC,74667,8000,4000,2,1,5.4
Germany,Bundesliga,2020,BayArena,Bayer 04 Leverkusen,30210,6042,6042,1,,20.0
Germany,Bundesliga,2020,WWK ARENA,FC Augsburg,30660,6000,6000,1,1,19.6
Germany,Bundesliga,2020,SchücoArena,Arminia Bielefeld,26515,5460,5460,1,,20.6
Germany,Bundesliga,2020,Volkswagen Arena,VfL Wolfsburg,30000,5132,2566,2,,8.6
Germany,Bundesliga,2020,Mewa Arena,1.FSV Mainz 05,33305,3403,3403,1,,10.2
Germany,Bundesliga,2020,Europa-Park Stadion,SC Freiburg,34700,3200,3200,1,1,9.2
Germany,Bundesliga,2020,RheinEnergieSTADION,1. FC Köln,50000,600,300,2,1,0.6
Germany,Bundesliga,2020,Veltins-Arena,FC Schalke 04,62271,300,300,1,1,0.5
Germany,Bundesliga,2020,Allianz Arena,Bayern Munich,75024,250,250,1,,0.3
Germany,Bundesliga,2021,SIGNAL IDUNA PARK,Borussia Dortmund,81365,710601,41800,17,10,51.4
Germany,Bundesliga,2021,Allianz Arena,Bayern Munich,75024,562048,40146,14,11,53.5
Germany,Bundesliga,2021,RheinEnergieSTADION,1. FC Köln,50000,543400,31965,17,11,63.9
Germany,Bundesliga,2021,Mercedes-Benz Arena,VfB Stuttgart,60449,462522,28908,16,4,47.8
Germany,Bundesliga,2021,Stadion im Borussia-Park,Borussia Mönchengladbach,54042,451160,26539,17,3,49.1
Germany,Bundesliga,2021,Deutsche Bank Park,Eintracht Frankfurt,51500,447750,26338,17,4,51.1
Germany,Bundesliga,2021,Olympiastadion Berlin,Hertha BSC,74667,399503,23500,17,5,31.5
Germany,Bundesliga,2021,Red Bull Arena,RB Leipzig,47069,376112,28932,13,2,61.5
Germany,Bundesliga,2021,Europa-Park Stadion,SC Freiburg,34700,315100,18535,17,12,53.4
Germany,Bundesliga,2021,Mewa Arena,1.FSV Mainz 05,33305,305938,17996,17,4,54.0
Germany,Bundesliga,2021,BayArena,Bayer 04 Leverkusen,30210,290460,18154,16,6,60.1
Germany,Bundesliga,2021,SchücoArena,Arminia Bielefeld,26515,285139,16773,17,7,63.3
Germany,Bundesliga,2021,Vonovia Ruhrstadion,VfL Bochum,26000,265507,16594,16,9,63.8
Germany,Bundesliga,2021,WWK ARENA,FC Augsburg,30660,257402,18386,14,4,60.0
Germany,Bundesliga,2021,Stadion An der Alten Försterei,1.FC Union Berlin,22012,237397,13965,17,10,63.4
Germany,Bundesliga,2021,Volkswagen Arena,VfL Wolfsburg,30000,204301,12018,17,2,40.1
Germany,Bundesliga,2021,PreZero Arena,TSG 1899 Hoffenheim,30150,190866,11929,16,2,39.6
Germany,Bundesliga,2021,Sportpark Ronhof | Thomas Sommer,SpVgg Greuther Fürth,16626,129111,9932,13,3,59.7
