Country,League,Year,Stadium,Club,Stadium Capacity,Season Total Spectators,Season Average,Total Matches,Sold Out,Average Attendance Percentage
Spain,La Liga,2018,Montilivi,Girona FC,13286,207504,10921,19,,82.2
Spain,La Liga,2018,Butarque,CD Leganés,12454,198265,10435,19,,83.8
Spain,La Liga,2018,El Alcoraz,SD Huesca,9128,125488,6605,19,,72.4
Spain,La Liga,2018,Ipurua,SD Eibar,8164,93991,4947,19,,60.6
Spain,La Liga,2019,Spotify Camp Nou,FC Barcelona,99354,1030233,73588,14,,74.1
Spain,La Liga,2019,Santiago Bernabéu,Real Madrid,81044,869375,66875,13,,82.5
Spain,La Liga,2019,Civitas Metropolitano,Atlético de Madrid,68456,802396,57314,14,1,83.7
Spain,La Liga,2019,Benito Villamarín,Real Betis Balompié,59378,683471,48819,14,,82.2
Spain,La Liga,2019,Mestalla,Valencia CF,48600,564543,40325,14,,83.0
Spain,La Liga,2019,San Mamés,Athletic Bilbao,53289,532744,40980,13,,76.9
Spain,La Liga,2019,Ramón Sánchez-Pizjuán,Sevilla FC,43883,475329,36564,13,,83.3
Spain,La Liga,2019,Reale Arena ,Real Sociedad,39313,402873,30990,13,,78.8
Spain,La Liga,2019,RCDE Stadium,RCD Espanyol Barcelona,40500,305671,23513,13,,58.1
Spain,La Liga,2019,Nuevo José Zorrilla,Real Valladolid CF,27618,258036,19849,13,,71.9
Spain,La Liga,2019,Ciutat de València,Levante UD,26354,250750,19288,13,,73.2
Spain,La Liga,2019,Abanca Balaídos,Celta de Vigo,29000,227913,17532,13,,60.5
Spain,La Liga,2019,Mendizorroza,Deportivo Alavés,19840,222442,15889,14,,80.1
Spain,La Liga,2019,El Sadar,CA Osasuna,23576,217607,15543,14,,65.9
Spain,La Liga,2019,La Cerámica,Villarreal CF,23500,215108,16547,13,,70.4
Spain,La Liga,2019,Nuevo Los Cármenes,Granada CF,19336,212300,16331,13,1,84.5
Spain,La Liga,2019,Visit Mallorca Estadi,RCD Mallorca,20500,205885,14706,14,,71.7
Spain,La Liga,2019,Coliseum Alfonso Pérez,Getafe CF,16800,165000,11786,14,,70.2
Spain,La Liga,2019,Butarque,CD Leganés,12454,143238,10231,14,,82.2
Spain,La Liga,2019,Ipurua,SD Eibar,8164,78762,6059,13,,74.2
Spain,La Liga,2020,Ciutat de València,Levante UD,26354,4900,4900,1,,18.6
Spain,La Liga,2020,La Cerámica,Villarreal CF,23500,4800,4800,1,,20.4
Spain,La Liga,2020,Manuel Martínez Valero,Elche CF,31388,3518,3518,1,,11.2
Spain,La Liga,2020,Mestalla,Valencia CF,48600,2689,2689,1,,5.5
Spain,La Liga,2020,Abanca Balaídos,Celta de Vigo,29000,1738,1738,1,,6.0
Spain,La Liga,2020,Civitas Metropolitano,Atlético de Madrid,68456,0,0,0,,
Spain,La Liga,2020,Spotify Camp Nou,FC Barcelona,99354,0,0,0,,
Spain,La Liga,2020,Benito Villamarín,Real Betis Balompié,59378,0,0,0,,
Spain,La Liga,2020,El Sadar,CA Osasuna,23576,0,0,0,,
Spain,La Liga,2020,Nuevo José Zorrilla,Real Valladolid CF,27618,0,0,0,,
Spain,La Liga,2020,Ramón Sánchez-Pizjuán,Sevilla FC,43883,0,0,0,,
Spain,La Liga,2020,Santiago Bernabéu,Real Madrid,81044,0,0,0,,
Spain,La Liga,2020,San Mamés,Athletic Bilbao,53289,0,0,0,,
Spain,La Liga,2020,Reale Arena ,Real Sociedad,39313,0,0,0,,
Spain,La Liga,2020,Mendizorroza,Deportivo Alavés,19840,0,0,0,,
Spain,La Liga,2020,Ipurua,SD Eibar,8164,0,0,0,,
Spain,La Liga,2020,Nuevo Mirandilla,Cádiz CF,21094,0,0,0,,
Spain,La Liga,2020,Coliseum Alfonso Pérez,Getafe CF,16800,0,0,0,,
Spain,La Liga,2020,El Alcoraz,SD Huesca,9128,0,0,0,,
Spain,La Liga,2020,Nuevo Los Cármenes,Granada CF,19336,0,0,0,,
Spain,La Liga,2021,Spotify Camp Nou,FC Barcelona,99354,1025652,53982,19,,54.3
Spain,La Liga,2021,Civitas Metropolitano,Atlético de Madrid,68456,912746,48039,19,,70.2
Spain,La Liga,2021,Benito Villamarín,Real Betis Balompié,59378,792593,41715,19,,70.3
Spain,La Liga,2021,Santiago Bernabéu,Real Madrid,81044,784774,41304,19,,51.0
Spain,La Liga,2021,San Mamés,Athletic Bilbao,53289,626026,32949,19,,61.8
Spain,La Liga,2021,Ramón Sánchez-Pizjuán,Sevilla FC,43883,565355,29756,19,,67.8
Spain,La Liga,2021,Mestalla,Valencia CF,48600,519638,27349,19,,56.3
Spain,La Liga,2021,Reale Arena ,Real Sociedad,39313,509445,26813,19,,68.2
Spain,La Liga,2021,RCDE Stadium,RCD Espanyol Barcelona,40500,329686,17352,19,,42.8
Spain,La Liga,2021,El Sadar,CA Osasuna,23576,327009,17211,19,,73.0
Spain,La Liga,2021,Manuel Martínez Valero,Elche CF,31388,292859,15414,19,,49.1
Spain,La Liga,2021,Ciutat de València,Levante UD,26354,284307,14964,19,,56.8
Spain,La Liga,2021,La Cerámica,Villarreal CF,23500,271570,14293,19,,60.8
Spain,La Liga,2021,Nuevo Mirandilla,Cádiz CF,21094,267048,14055,19,,66.6
Spain,La Liga,2021,Nuevo Los Cármenes,Granada CF,19336,264044,13897,19,,71.9
Spain,La Liga,2021,Visit Mallorca Estadi,RCD Mallorca,20500,242525,12764,19,,62.3
Spain,La Liga,2021,Mendizorroza,Deportivo Alavés,19840,208086,10952,19,,55.2
Spain,La Liga,2021,Abanca Balaídos,Celta de Vigo,29000,190257,10014,19,,34.5
Spain,La Liga,2021,Coliseum Alfonso Pérez,Getafe CF,16800,165338,8702,19,,51.8
Spain,La Liga,2021,Campo de Fútbol de Vallecas,Rayo Vallecano,15105,150471,7920,19,,52.4
France,Ligue 1,2004,Orange Vélodrome,Olympique Marseille,67394,996002,52421,19,,77.8
France,Ligue 1,2004,Groupama Stadium,Olympique Lyon,59186,707010,37211,19,,62.9
France,Ligue 1,2004,Parc des Princes,Paris Saint-Germain,49691,689038,36265,19,,73.0
France,Ligue 1,2004,Stade Bollaert-Delelis,RC Lens,38223,664052,34950,19,,91.4
France,Ligue 1,2004,Stade de la Beaujoire,FC Nantes,37463,583975,30736,19,,82.0
France,Ligue 1,2004,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,567857,29887,19,,71.2
France,Ligue 1,2004,Stadium Municipal,FC Toulouse,33150,459083,24162,19,,72.9
France,Ligue 1,2004,Matmut Atlantique,FC Girondins Bordeaux,42052,446670,23509,19,,55.9
France,Ligue 1,2004,Roazhon Park,Stade Rennais FC,29778,444848,23413,19,,78.6
France,Ligue 1,2004,Stade Michel-d'Ornano,SM Caen,20500,376485,19815,19,,96.7
France,Ligue 1,2004,Stade Saint-Symphorien,FC Metz,26700,345900,18205,19,,68.2
France,Ligue 1,2004,Stade de la Meinau,RC Strasbourg Alsace,29000,331842,17465,19,,60.2
France,Ligue 1,2004,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,298087,15689,19,,78.4
France,Ligue 1,2004,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,259903,13679,19,,27.3
France,Ligue 1,2004,Allianz Riviera,OGC Nice,36178,215706,11353,19,,31.4
France,Ligue 1,2004,Stade de l'Abbé-Deschamps,AJ Auxerre,18541,211564,11135,19,,60.1
France,Ligue 1,2004,Stade Louis-II,AS Monaco,18523,205767,10830,19,,58.5
France,Ligue 1,2004,Stade Parsemain,FC Istres Ouest Provence ,17170,136940,7207,19,,42.0
France,Ligue 1,2004,Stade Armand-Cesari,SC Bastia,16480,99225,5222,19,,31.7
France,Ligue 1,2004,Stade François-Coty,AC Ajaccio,10446,84791,4463,19,,42.7
France,Ligue 1,2005,Orange Vélodrome,Olympique Marseille,67394,943274,49646,19,,73.7
France,Ligue 1,2005,Parc des Princes,Paris Saint-Germain,49691,769239,40486,19,,81.5
France,Ligue 1,2005,Groupama Stadium,Olympique Lyon,59186,734837,38676,19,,65.4
France,Ligue 1,2005,Stade Bollaert-Delelis,RC Lens,38223,649596,34189,19,,89.5
France,Ligue 1,2005,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,554206,29169,19,3,69.5
France,Ligue 1,2005,Stade de la Beaujoire,FC Nantes,37463,553497,29131,19,,77.8
France,Ligue 1,2005,Roazhon Park,Stade Rennais FC,29778,475005,25000,19,,84.0
France,Ligue 1,2005,Matmut Atlantique,FC Girondins Bordeaux,42052,460746,24250,19,,57.7
France,Ligue 1,2005,Stade de la Meinau,RC Strasbourg Alsace,29000,361543,19029,19,,65.6
France,Ligue 1,2005,Stadium Municipal,FC Toulouse,33150,358998,18895,19,,57.0
France,Ligue 1,2005,Stade Marcel-Picot,AS Nancy-Lorraine,20087,326133,17165,19,2,85.5
France,Ligue 1,2005,Stade Saint-Symphorien,FC Metz,26700,304755,16040,19,,60.1
France,Ligue 1,2005,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,270940,14260,19,,71.3
France,Ligue 1,2005,Stade de l'Aube,ESTAC Troyes,21877,262259,13803,19,,63.1
France,Ligue 1,2005,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,249416,13127,19,,26.2
France,Ligue 1,2005,Stade Marie-Marvingt,Le Mans Union Club 72,25064,215257,11329,19,,45.2
France,Ligue 1,2005,Stade de l'Abbé-Deschamps,AJ Auxerre,18541,209239,11013,19,,59.4
France,Ligue 1,2005,Allianz Riviera,OGC Nice,36178,207165,11509,18,,31.8
France,Ligue 1,2005,Stade Louis-II,AS Monaco,18523,194131,10217,19,,55.2
France,Ligue 1,2005,Stade François-Coty,AC Ajaccio,10446,72962,3840,19,,36.8
France,Ligue 1,2006,Orange Vélodrome,Olympique Marseille,67394,930928,51718,18,,76.7
France,Ligue 1,2006,Groupama Stadium,Olympique Lyon,59186,732378,38546,19,,65.1
France,Ligue 1,2006,Parc des Princes,Paris Saint-Germain,49691,688454,36234,19,,72.9
France,Ligue 1,2006,Stade Bollaert-Delelis,RC Lens,38223,652907,34364,19,,89.9
France,Ligue 1,2006,Stade de la Beaujoire,FC Nantes,37463,571409,30074,19,,80.3
France,Ligue 1,2006,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,558433,29391,19,,70.0
France,Ligue 1,2006,Roazhon Park,Stade Rennais FC,29778,478225,25170,19,,84.5
France,Ligue 1,2006,Matmut Atlantique,FC Girondins Bordeaux,42052,475123,25006,19,,59.5
France,Ligue 1,2006,Stadium Municipal,FC Toulouse,33150,409318,21543,19,,65.0
France,Ligue 1,2006,Stade Marcel-Picot,AS Nancy-Lorraine,20087,348358,18335,19,,91.3
France,Ligue 1,2006,Stade du Hainaut,Valenciennes FC,25000,280522,14764,19,,59.1
France,Ligue 1,2006,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,278368,14651,19,,73.2
France,Ligue 1,2006,Stade Louis-Dugauguez,CS Sedan-Ardennes,23189,277787,14620,19,,63.1
France,Ligue 1,2006,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,276699,14563,19,,29.0
France,Ligue 1,2006,Stade du Moustoir,FC Lorient,19010,258149,13587,19,,71.5
France,Ligue 1,2006,Stade de l'Aube,ESTAC Troyes,21877,241536,12712,19,,58.1
France,Ligue 1,2006,Stade Marie-Marvingt,Le Mans Union Club 72,25064,215995,11368,19,,45.4
France,Ligue 1,2006,Allianz Riviera,OGC Nice,36178,215385,11336,19,,31.3
France,Ligue 1,2006,Stade Louis-II,AS Monaco,18523,210151,11061,19,,59.7
France,Ligue 1,2006,Stade de l'Abbé-Deschamps,AJ Auxerre,18541,191798,10095,19,,54.4
France,Ligue 1,2007,Orange Vélodrome,Olympique Marseille,67394,1001307,52700,19,,78.2
France,Ligue 1,2007,Groupama Stadium,Olympique Lyon,59186,708652,37297,19,,63.0
France,Ligue 1,2007,Parc des Princes,Paris Saint-Germain,49691,693337,36491,19,,73.4
France,Ligue 1,2007,Stade Bollaert-Delelis,RC Lens,38223,658416,34653,19,,90.7
France,Ligue 1,2007,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,555426,29233,19,,69.6
France,Ligue 1,2007,Roazhon Park,Stade Rennais FC,29778,486669,25614,19,,86.0
France,Ligue 1,2007,Matmut Atlantique,FC Girondins Bordeaux,42052,484308,25490,19,,60.6
France,Ligue 1,2007,Stadium Municipal,FC Toulouse,33150,383974,20209,19,,61.0
France,Ligue 1,2007,Stade Michel-d'Ornano,SM Caen,20500,373510,19658,19,,95.9
France,Ligue 1,2007,Stade de la Meinau,RC Strasbourg Alsace,29000,368625,19401,19,,66.9
France,Ligue 1,2007,Stade Marcel-Picot,AS Nancy-Lorraine,20087,356091,18742,19,,93.3
France,Ligue 1,2007,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,327532,17239,19,,34.4
France,Ligue 1,2007,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,302680,15931,19,,79.6
France,Ligue 1,2007,Stade du Hainaut,Valenciennes FC,25000,261897,13784,19,,55.1
France,Ligue 1,2007,Stade Saint-Symphorien,FC Metz,26700,250504,13917,18,,52.1
France,Ligue 1,2007,Stade du Moustoir,FC Lorient,19010,233780,12304,19,,64.7
France,Ligue 1,2007,Allianz Riviera,OGC Nice,36178,214366,11282,19,,31.2
France,Ligue 1,2007,Stade Marie-Marvingt,Le Mans Union Club 72,25064,210209,11064,19,,44.1
France,Ligue 1,2007,Stade Louis-II,AS Monaco,18523,205837,10834,19,,58.5
France,Ligue 1,2007,Stade de l'Abbé-Deschamps,AJ Auxerre,18541,200544,10555,19,,56.9
France,Ligue 1,2008,Orange Vélodrome,Olympique Marseille,67394,991075,52162,19,,77.4
France,Ligue 1,2008,Parc des Princes,Paris Saint-Germain,49691,777143,40902,19,,82.3
France,Ligue 1,2008,Groupama Stadium,Olympique Lyon,59186,710542,37397,19,,63.2
France,Ligue 1,2008,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,535193,28168,19,,67.1
France,Ligue 1,2008,Matmut Atlantique,FC Girondins Bordeaux,42052,512111,26953,19,,64.1
France,Ligue 1,2008,Stade de la Beaujoire,FC Nantes,37463,458615,24138,19,,64.4
France,Ligue 1,2008,Roazhon Park,Stade Rennais FC,29778,457201,24063,19,,80.8
France,Ligue 1,2008,Stadium Municipal,FC Toulouse,33150,381438,20076,19,,60.6
France,Ligue 1,2008,Stade Michel-d'Ornano,SM Caen,20500,359363,18914,19,,92.3
France,Ligue 1,2008,Stade Marcel-Picot,AS Nancy-Lorraine,20087,341974,17999,19,,89.6
France,Ligue 1,2008,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,340322,17912,19,,35.7
France,Ligue 1,2008,Stade des Alpes,Grenoble Foot 38,20068,327118,17217,19,,85.8
France,Ligue 1,2008,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,278515,14659,19,,73.3
France,Ligue 1,2008,Stade Océane,AC Le Havre,25178,257756,13566,19,,53.9
France,Ligue 1,2008,Stade de l'Abbé-Deschamps,AJ Auxerre,18541,245370,12914,19,,69.7
France,Ligue 1,2008,Stade du Hainaut,Valenciennes FC,25000,244527,12870,19,,51.5
France,Ligue 1,2008,Stade du Moustoir,FC Lorient,19010,216608,11400,19,,60.0
France,Ligue 1,2008,Allianz Riviera,OGC Nice,36178,201816,10622,19,,29.4
France,Ligue 1,2008,Stade Marie-Marvingt,Le Mans Union Club 72,25064,197813,10411,19,,41.5
France,Ligue 1,2008,Stade Louis-II,AS Monaco,18523,161727,8512,19,,46.0
France,Ligue 1,2009,Orange Vélodrome,Olympique Marseille,67394,951848,50097,19,,74.3
France,Ligue 1,2009,Groupama Stadium,Olympique Lyon,59186,676453,35603,19,,60.2
France,Ligue 1,2009,Stade Bollaert-Delelis,RC Lens,38223,649737,34197,19,,89.5
France,Ligue 1,2009,Parc des Princes,Paris Saint-Germain,49691,629928,34996,18,,70.4
France,Ligue 1,2009,Matmut Atlantique,FC Girondins Bordeaux,42052,556081,29267,19,,69.6
France,Ligue 1,2009,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,500297,26331,19,,62.7
France,Ligue 1,2009,Roazhon Park,Stade Rennais FC,29778,430541,22660,19,,76.1
France,Ligue 1,2009,Stadium Municipal,FC Toulouse,33150,365345,19229,19,,58.0
France,Ligue 1,2009,Stade de la Mosson,Montpellier HSC,32939,341709,18984,18,,57.6
France,Ligue 1,2009,Stade Marcel-Picot,AS Nancy-Lorraine,20087,309941,16313,19,,81.2
France,Ligue 1,2009,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,283868,14940,19,,29.8
France,Ligue 1,2009,Stade des Alpes,Grenoble Foot 38,20068,264285,13910,19,,69.3
France,Ligue 1,2009,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,250466,13182,19,1,65.9
France,Ligue 1,2009,Stade de l'Abbé-Deschamps,AJ Auxerre,18541,236323,12438,19,,67.1
France,Ligue 1,2009,Stade du Moustoir,FC Lorient,19010,231881,12204,19,,64.2
France,Ligue 1,2009,Stade de la Libération,US Boulogne,15004,230541,12134,19,,80.9
France,Ligue 1,2009,Stade du Hainaut,Valenciennes FC,25000,230329,12123,19,,48.5
France,Ligue 1,2009,Stade Marie-Marvingt,Le Mans Union Club 72,25064,175064,9214,19,,36.8
France,Ligue 1,2009,Allianz Riviera,OGC Nice,36178,165572,9198,18,,25.4
France,Ligue 1,2009,Stade Louis-II,AS Monaco,18523,149978,7894,19,,42.6
France,Ligue 1,2010,Orange Vélodrome,Olympique Marseille,67394,970637,51086,19,,75.8
France,Ligue 1,2010,Groupama Stadium,Olympique Lyon,59186,670045,35266,19,,59.6
France,Ligue 1,2010,Stade Bollaert-Delelis,RC Lens,38223,597580,31452,19,,82.3
France,Ligue 1,2010,Parc des Princes,Paris Saint-Germain,49691,557016,29317,19,,59.0
France,Ligue 1,2010,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,476828,25096,19,,59.8
France,Ligue 1,2010,Matmut Atlantique,FC Girondins Bordeaux,42052,473682,24931,19,,59.3
France,Ligue 1,2010,Roazhon Park,Stade Rennais FC,29778,444553,23398,19,,78.6
France,Ligue 1,2010,Stadium Municipal,FC Toulouse,33150,346882,18257,19,,55.1
France,Ligue 1,2010,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,312261,16435,19,,32.8
France,Ligue 1,2010,Stade de la Mosson,Montpellier HSC,32939,310532,16344,19,,49.6
France,Ligue 1,2010,Stade Marcel-Picot,AS Nancy-Lorraine,20087,307431,16181,19,,80.6
France,Ligue 1,2010,Stade Michel-d'Ornano,SM Caen,20500,304455,16024,19,,78.2
France,Ligue 1,2010,Stade du Moustoir,FC Lorient,19010,297036,15633,19,,82.2
France,Ligue 1,2010,Stade Francis-Le Blé,Stade Brestois 29,15097,258459,13603,19,,90.1
France,Ligue 1,2010,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,240158,12640,19,1,63.2
France,Ligue 1,2010,Stade du Hainaut,Valenciennes FC,25000,221613,11664,19,,46.7
France,Ligue 1,2010,Stade de l'Abbé-Deschamps,AJ Auxerre,18541,210767,11093,19,,59.8
France,Ligue 1,2010,Parc des Sports,Athlétic Club Arlésien,17700,174945,9208,19,,52.0
France,Ligue 1,2010,Allianz Riviera,OGC Nice,36178,160638,8455,19,,23.4
France,Ligue 1,2010,Stade Louis-II,AS Monaco,18523,131239,6907,19,,37.3
France,Ligue 1,2011,Parc des Princes,Paris Saint-Germain,49691,814924,42891,19,,86.3
France,Ligue 1,2011,Orange Vélodrome,Olympique Marseille,67394,768457,40445,19,,60.0
France,Ligue 1,2011,Groupama Stadium,Olympique Lyon,59186,628271,33067,19,,55.9
France,Ligue 1,2011,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,408468,21498,19,,51.2
France,Ligue 1,2011,Stadium Municipal,FC Toulouse,33150,407466,21446,19,,64.7
France,Ligue 1,2011,Matmut Atlantique,FC Girondins Bordeaux,42052,393537,20712,19,,49.3
France,Ligue 1,2011,Roazhon Park,Stade Rennais FC,29778,390644,20560,19,,69.0
France,Ligue 1,2011,Stade de la Mosson,Montpellier HSC,32939,332339,17492,19,,53.1
France,Ligue 1,2011,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,322459,16972,19,,33.8
France,Ligue 1,2011,Stade du Moustoir,FC Lorient,19010,297212,15643,19,,82.3
France,Ligue 1,2011,Stade du Hainaut,Valenciennes FC,25000,292119,15375,19,,61.5
France,Ligue 1,2011,Stade Marcel-Picot,AS Nancy-Lorraine,20087,291305,15332,19,,76.3
France,Ligue 1,2011,Stade Michel-d'Ornano,SM Caen,20500,290325,15280,19,,74.5
France,Ligue 1,2011,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,266483,14025,19,,70.1
France,Ligue 1,2011,Stade Gaston-Gérard,Dijon FCO,16098,258342,13597,19,,84.5
France,Ligue 1,2011,Stade Francis-Le Blé,Stade Brestois 29,15097,257318,13543,19,,89.7
France,Ligue 1,2011,Stade de l'Abbé-Deschamps,AJ Auxerre,18541,230340,12123,19,1,65.4
France,Ligue 1,2011,Stade Joseph-Moynat,FC Évian Thonon Gaillard,3600,222613,11716,19,,325.5
France,Ligue 1,2011,Allianz Riviera,OGC Nice,36178,174932,9207,19,,25.5
France,Ligue 1,2011,Stade François-Coty,AC Ajaccio,10446,120386,6336,19,,60.7
France,Ligue 1,2012,Parc des Princes,Paris Saint-Germain,49691,821466,43235,19,,87.0
France,Ligue 1,2012,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,774698,40774,19,,81.2
France,Ligue 1,2012,Orange Vélodrome,Olympique Marseille,67394,639411,33653,19,,49.9
France,Ligue 1,2012,Groupama Stadium,Olympique Lyon,59186,609587,32084,19,,54.2
France,Ligue 1,2012,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,436360,22966,19,,54.7
France,Ligue 1,2012,Matmut Atlantique,FC Girondins Bordeaux,42052,368795,19410,19,,46.2
France,Ligue 1,2012,Roazhon Park,Stade Rennais FC,29778,345980,18209,19,,61.2
France,Ligue 1,2012,Stadium Municipal,FC Toulouse,33150,336092,17689,19,,53.4
France,Ligue 1,2012,Stade de la Mosson,Montpellier HSC,32939,321439,16918,19,,51.4
France,Ligue 1,2012,Stade Marcel-Picot,AS Nancy-Lorraine,20087,296439,15602,19,,77.7
France,Ligue 1,2012,Stade Auguste-Delaune,Stade Reims,21684,295937,15576,19,,71.8
France,Ligue 1,2012,Stade du Hainaut,Valenciennes FC,25000,293890,15468,19,,61.9
France,Ligue 1,2012,Stade du Moustoir,FC Lorient,19010,285918,15048,19,,79.2
France,Ligue 1,2012,Stade de l'Aube,ESTAC Troyes,21877,263241,13855,19,,63.3
France,Ligue 1,2012,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,256442,13497,19,,67.5
France,Ligue 1,2012,Stade Francis-Le Blé,Stade Brestois 29,15097,224131,11796,19,,78.1
France,Ligue 1,2012,Stade Armand-Cesari,SC Bastia,16480,212814,11823,18,,71.7
France,Ligue 1,2012,Allianz Riviera,OGC Nice,36178,195153,10271,19,,28.4
France,Ligue 1,2012,Stade Joseph-Moynat,FC Évian Thonon Gaillard,3600,194005,10211,19,,283.6
France,Ligue 1,2012,Stade François-Coty,AC Ajaccio,10446,128509,6764,19,,64.8
France,Ligue 1,2013,Parc des Princes,Paris Saint-Germain,49691,862977,45420,19,3,91.4
France,Ligue 1,2013,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,734574,38662,19,,77.0
France,Ligue 1,2013,Orange Vélodrome,Olympique Marseille,67394,722860,38045,19,1,56.5
France,Ligue 1,2013,Groupama Stadium,Olympique Lyon,59186,655833,34518,19,,58.3
France,Ligue 1,2013,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,577130,30375,19,,72.3
France,Ligue 1,2013,Stade de la Beaujoire,FC Nantes,37463,534652,28140,19,,75.1
France,Ligue 1,2013,Allianz Riviera,OGC Nice,36178,435342,24186,18,,66.9
France,Ligue 1,2013,Roazhon Park,Stade Rennais FC,29778,361714,19038,19,,63.9
France,Ligue 1,2013,Matmut Atlantique,FC Girondins Bordeaux,42052,357325,18807,19,,44.7
France,Ligue 1,2013,Stade Auguste-Delaune,Stade Reims,21684,295610,15558,19,,71.8
France,Ligue 1,2013,Stade du Moustoir,FC Lorient,19010,287433,15128,19,,79.6
France,Ligue 1,2013,Stade du Roudourou,EA Guingamp,18120,285162,15009,19,1,82.8
France,Ligue 1,2013,Stadium Municipal,FC Toulouse,33150,284882,14994,19,,45.2
France,Ligue 1,2013,Stade de la Mosson,Montpellier HSC,32939,278914,14680,19,,44.6
France,Ligue 1,2013,Stade Auguste-Bonal,FC Sochaux-Montbéliard,20005,273364,14388,19,,71.9
France,Ligue 1,2013,Stade du Hainaut,Valenciennes FC,25000,272735,14354,19,,57.4
France,Ligue 1,2013,Stade Armand-Cesari,SC Bastia,16480,258581,13610,19,,82.6
France,Ligue 1,2013,Stade Joseph-Moynat,FC Évian Thonon Gaillard,3600,208454,10971,19,,304.8
France,Ligue 1,2013,Stade Louis-II,AS Monaco,18523,157238,8735,18,,47.2
France,Ligue 1,2013,Stade François-Coty,AC Ajaccio,10446,113347,6297,18,,60.3
France,Ligue 1,2014,Orange Vélodrome,Olympique Marseille,67394,998398,52547,19,2,78.0
France,Ligue 1,2014,Parc des Princes,Paris Saint-Germain,49691,869997,45789,19,3,92.2
France,Ligue 1,2014,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,694482,36552,19,,72.8
France,Ligue 1,2014,Groupama Stadium,Olympique Lyon,59186,664036,34949,19,,59.1
France,Ligue 1,2014,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,610860,32151,19,,76.6
France,Ligue 1,2014,Stade de la Beaujoire,FC Nantes,37463,493714,25985,19,,69.4
France,Ligue 1,2014,Matmut Atlantique,FC Girondins Bordeaux,42052,445655,23456,19,,55.8
France,Ligue 1,2014,Roazhon Park,Stade Rennais FC,29778,382459,20129,19,,67.6
France,Ligue 1,2014,Stade Saint-Symphorien,FC Metz,26700,352728,18565,19,,69.5
France,Ligue 1,2014,Allianz Riviera,OGC Nice,36178,346306,19239,18,,53.2
France,Ligue 1,2014,Stade Bollaert-Delelis,RC Lens,38223,326900,17205,19,,45.0
France,Ligue 1,2014,Stade Michel-d'Ornano,SM Caen,20500,321131,16902,19,,82.5
France,Ligue 1,2014,Stadium Municipal,FC Toulouse,33150,298059,15687,19,,47.3
France,Ligue 1,2014,Stade du Roudourou,EA Guingamp,18120,283852,14940,19,,82.5
France,Ligue 1,2014,Stade Auguste-Delaune,Stade Reims,21684,267731,14091,19,,65.0
France,Ligue 1,2014,Stade du Moustoir,FC Lorient,19010,260183,13694,19,,72.0
France,Ligue 1,2014,Stade de la Mosson,Montpellier HSC,32939,244341,12860,19,,39.0
France,Ligue 1,2014,Stade Armand-Cesari,SC Bastia,16480,231401,12856,18,1,78.0
France,Ligue 1,2014,Stade Joseph-Moynat,FC Évian Thonon Gaillard,3600,199776,10515,19,,292.1
France,Ligue 1,2014,Stade Louis-II,AS Monaco,18523,148426,7812,19,,42.2
France,Ligue 1,2015,Parc des Princes,Paris Saint-Germain,49691,877960,46208,19,,93.0
France,Ligue 1,2015,Orange Vélodrome,Olympique Marseille,67394,826731,43512,19,,64.6
France,Ligue 1,2015,Groupama Stadium,Olympique Lyon,59186,766170,40325,19,,68.1
France,Ligue 1,2015,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,576237,30328,19,1,72.2
France,Ligue 1,2015,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,575097,30268,19,,60.3
